texture,psnr_db,mse,compressed_bytes,raw_bytes,compressed_kb,raw_kb,compressed_over_raw,compression_factor,bits_per_texel
gradient.png,43.60047085700237,4.3646850826917216e-05,131072,786432,131.072,786.432,0.16666666666666666,6.0,4.0
bricks.png,42.02326919513884,6.275857595028356e-05,131072,786432,131.072,786.432,0.16666666666666666,6.0,4.0
clouds.png,42.28719884836555,5.9058187616756186e-05,131072,786432,131.072,786.432,0.16666666666666666,6.0,4.0
